id,budget,genres,original_title,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,overview
379149,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",The Foreigner,17.308833,"[{'id': 36958, 'logo_path': None, 'name': 'Sparkle Roll Media', 'origin_country': ''}, {'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}, {'id': 74504, 'logo_path': None, 'name': 'TMP', 'origin_country': ''}, {'id': 83838, 'logo_path': None, 'name': 'Wanda Pictures', 'origin_country': ''}]",2017-09-28,145374099,113,6.8,728,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in a senseless act of politically-motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.
468202,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",La ragazza nella nebbia,16.215618,"[{'id': 6246, 'logo_path': None, 'name': 'Medusa Film', 'origin_country': ''}, {'id': 10975, 'logo_path': None, 'name': 'Colorado Film Production', 'origin_country': ''}]",2017-10-26,0,128,6.6,176,"Based on the bestselling novel by Donato Carrisi, THE GIRL IN THE FOG is a gripping and chilling thriller that brings us to a hazy mountain village where enigmatic Detective Vogel is investigating on the sudden disappearance of fifteen-year-old Anna Lou. But with the case at the heart of a media storm, the fine line between the police and criminals begins to blur and soon everyone becomes a suspect."
383709,0,"[{'id': 18, 'name': 'Drama'}]",Wonderstruck,15.980775,"[{'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 88582, 'logo_path': None, 'name': 'Cinetic Media', 'origin_country': ''}, {'id': 7493, 'logo_path': '/tVj6x1okqRtQjul2OYKpXrgx9zy.png', 'name': 'FilmNation Entertainment', 'origin_country': ''}, {'id': 1422, 'logo_path': None, 'name': 'Killer Films', 'origin_country': ''}, {'id': 20581, 'logo_path': '/4EIbzjERCX6Eb8W0GLlrzPSPmRS.png', 'name': 'Picrow', 'origin_country': 'US'}]",2017-10-13,1947099,115,5.9,121,The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.
339988,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",The Circle,15.615041,"[{'id': 4171, 'logo_path': None, 'name': 'Playtone', 'origin_country': 'US'}, {'id': 53299, 'logo_path': None, 'name': 'Image Nation', 'origin_country': ''}, {'id': 1785, 'logo_path': '/7OkWs8ABowcWoDe73NPSEcohgJW.png', 'name': 'Likely Story', 'origin_country': 'US'}]",2017-04-27,20497844,110,5.4,1870,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity."
396371,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Molly's Game,15.51502,"[{'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 8147, 'logo_path': '/q6HOAdSNgCbeOqwoMVRc6REgbXF.png', 'name': 'Entertainment One', 'origin_country': 'CA'}, {'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}, {'id': 78996, 'logo_path': None, 'name': 'Huayi Brothers Pictures', 'origin_country': 'CN'}, {'id': 84041, 'logo_path': None, 'name': 'Pascal Pictures', 'origin_country': ''}]",2017-12-21,28780744,140,7.1,960,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game."
399170,29000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Logan Lucky,15.247661,"[{'id': 57743, 'logo_path': None, 'name': 'Free Association', 'origin_country': ''}, {'id': 90931, 'logo_path': None, 'name': 'Trans-Radial Pictures', 'origin_country': ''}]",2017-08-17,47299234,119,6.6,986,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway."
384680,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]",Hostiles,15.153848,"[{'id': 97584, 'logo_path': None, 'name': 'Entertainment Studios Motion Pictures', 'origin_country': ''}, {'id': 22842, 'logo_path': None, 'name': 'Waypoint Entertainment', 'origin_country': ''}, {'id': 79497, 'logo_path': None, 'name': 'Grisbi Productions, Le', 'origin_country': ''}]",2017-12-22,29815215,134,6.5,545,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.
440021,4800000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Happy Death Day,14.934473,"[{'id': 23592, 'logo_path': None, 'name': 'Vesuvius Productions', 'origin_country': ''}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 96377, 'logo_path': None, 'name': 'Digital Riot Media', 'origin_country': ''}]",2017-10-12,122637878,96,6.5,1744,A college student relives the day of her murder over and over again as she tries to discover her killer's identity.
415842,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",American Assassin,14.925913,"[{'id': 72441, 'logo_path': None, 'name': 'TIK Films', 'origin_country': ''}, {'id': 435, 'logo_path': None, 'name': 'Di Bonaventura Pictures', 'origin_country': ''}, {'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}, {'id': 8073, 'logo_path': None, 'name': 'Nick Wechsler Productions', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]",2017-09-14,66676062,111,6.1,1068,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets."
397422,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Rough Night,14.909862,"[{'id': 34034, 'logo_path': None, 'name': 'LStar Capital', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2017-06-15,45056771,101,5.5,745,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most."
399057,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",The Killing of a Sacred Deer,14.896255,"[{'id': 3353, 'logo_path': '/4Lzz0Sr8fesISix3JSu52bSHElK.png', 'name': 'Element Pictures', 'origin_country': 'IE'}, {'id': 20312, 'logo_path': None, 'name': 'Three Point Capital', 'origin_country': ''}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 67285, 'logo_path': None, 'name': 'New Sparta Films', 'origin_country': ''}, {'id': 72597, 'logo_path': None, 'name': 'Limp Films', 'origin_country': ''}, {'id': 5267, 'logo_path': '/trP3GsUyIztMwcqev3jK1gOeCSA.png', 'name': 'Irish Film Board', 'origin_country': 'IE'}, {'id': 2395, 'logo_path': '/pZz4qs03FtP6UGtZ3hjQ6qimcwi.png', 'name': 'HanWay Films', 'origin_country': 'GB'}]",2017-10-20,2205074,121,6.7,668,A teenager's attempts to bring a brilliant surgeon into his dysfunctional family take an unexpected turn.
337170,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",American Made,14.526743,"[{'id': 50481, 'logo_path': '/mBgGtJJQ9aOpKBnuKXM75kHYT6D.png', 'name': 'Vendian Entertainment', 'origin_country': ''}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 10246, 'logo_path': '/rREvQNWAxkDfY9CDn2c5YxEMPdP.png', 'name': 'Cross Creek Pictures', 'origin_country': 'US'}, {'id': 80680, 'logo_path': None, 'name': 'Quadrant Pictures', 'origin_country': ''}]",2017-08-17,133511855,115,6.6,1450,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s."
395992,58000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Life,14.511407,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 6277, 'logo_path': None, 'name': 'Skydance Productions', 'origin_country': ''}, {'id': 82925, 'logo_path': None, 'name': 'Nvizage', 'origin_country': ''}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2017-03-22,100541806,103,6.3,3088,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected."
14564,25000000,"[{'id': 27, 'name': 'Horror'}]",Rings,14.340307,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 829, 'logo_path': '/mzpAmEQ5P1gFvdRoNyCk9q8ngiv.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 24902, 'logo_path': None, 'name': 'Macari/Edelstein', 'origin_country': ''}, {'id': 49325, 'logo_path': None, 'name': 'Parkes+MacDonald Image Nation', 'origin_country': ''}, {'id': 85425, 'logo_path': None, 'name': 'Waddieish Claretrap', 'origin_country': ''}]",2017-02-01,83080890,102,4.9,1434,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before."
394117,2000000,"[{'id': 18, 'name': 'Drama'}]",The Florida Project,14.207152,"[{'id': 88152, 'logo_path': None, 'name': 'Cre Film', 'origin_country': ''}, {'id': 17731, 'logo_path': None, 'name': 'Freestyle Picture Company', 'origin_country': ''}, {'id': 12219, 'logo_path': None, 'name': 'Cinereach', 'origin_country': ''}, {'id': 76901, 'logo_path': None, 'name': 'June Pictures', 'origin_country': ''}]",2017-10-06,5904366,111,7.4,663,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times."
419479,0,"[{'id': 27, 'name': 'Horror'}]",The Babysitter,14.002121,"[{'id': 4022, 'logo_path': '/q6Xts6ztGkTHrY1WfHttlhL3Pfc.png', 'name': 'Wonderland Sound and Vision', 'origin_country': 'US'}, {'id': 17866, 'logo_path': '/b6UEnuBOYgnsrq6VulNLlP5v5rz.png', 'name': 'Boies/Schiller Film Group', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]",2017-10-13,0,85,6.0,897,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet."
353616,45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",Pitch Perfect 3,13.98612,"[{'id': 12026, 'logo_path': None, 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 10338, 'logo_path': None, 'name': 'Perfect World Pictures', 'origin_country': 'CN'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",2017-12-20,183897530,93,6.4,1084,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time."
460793,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",Olaf's Frozen Adventure,13.961056,"[{'id': 2, 'logo_path': '/4MbjW4f9bu6LvlDmyIvfyuT3boj.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2017-10-27,0,23,5.9,625,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff."
378236,50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",The Emoji Movie,13.830765,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/8PUjvTVmtJDdDXURTaSoPID0Boj.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}]",2017-07-23,216909830,86,5.5,965,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
400710,19000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Flatliners,13.610385,"[{'id': 11565, 'logo_path': None, 'name': 'The Safran Company', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 10246, 'logo_path': '/rREvQNWAxkDfY9CDn2c5YxEMPdP.png', 'name': 'Cross Creek Pictures', 'origin_country': 'US'}, {'id': 33433, 'logo_path': None, 'name': 'Furthur Films', 'origin_country': ''}, {'id': 415, 'logo_path': None, 'name': 'Laurence Mark Productions', 'origin_country': ''}]",2017-09-28,45158254,110,5.6,790,"Five medical students, hoping to gain insight into the mystery of what lies beyond the confines of life, embark on a daring and dangerous experiment. By stopping their hearts for short periods of time, each triggers a near-death experience. As the investigation becomes more and more perilous, they are forced to confront the sins of their pasts, as well as contend with the paranormal consequences of trespassing to the other side."
400106,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",Bright,13.438596,"[{'id': 59811, 'logo_path': '/wwemzKWzjKYJFfCeiB57q3r4Bcm.png', 'name': 'Netflix', 'origin_country': 'US'}, {'id': 12485, 'logo_path': None, 'name': 'Overbrook Entertainment', 'origin_country': ''}, {'id': 101831, 'logo_path': None, 'name': 'Clubhouse Pictures (II)', 'origin_country': ''}]",2017-12-22,0,117,6.3,2041,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle."
406994,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Better Watch Out,13.380956,"[{'id': 15710, 'logo_path': None, 'name': 'Best Medicine Productions', 'origin_country': ''}, {'id': 37723, 'logo_path': None, 'name': 'Storm Vision Entertainment', 'origin_country': ''}]",2017-10-06,0,89,6.5,282,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion."
423646,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Aus dem Nichts,13.147527,"[{'id': 54306, 'logo_path': None, 'name': 'Bombero International', 'origin_country': ''}, {'id': 88902, 'logo_path': None, 'name': 'Macassar Productions', 'origin_country': ''}, {'id': 200, 'logo_path': None, 'name': 'Corazón International', 'origin_country': ''}, {'id': 7981, 'logo_path': '/6Yv1gIAuGkHS5Vis4UjnqHhCPWV.png', 'name': 'Pathé!', 'origin_country': 'FR'}, {'id': 104044, 'logo_path': None, 'name': 'Warner Bros.', 'origin_country': ''}]",2017-11-23,321011,106,7.1,199,Katja's life falls apart in the blink of an eye when two neo-Nazis kill her husband and 6-year-old son in a bomb attack. Her quest for justice soon pushes her to the edge as the two suspects stand trial for murder.
290512,35000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",The Mountain Between Us,13.072227,"[{'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2017-10-05,62832209,109,6.5,778,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness."
400928,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Gifted,12.973263,"[{'id': 89578, 'logo_path': None, 'name': 'Grade A Entertainment', 'origin_country': ''}, {'id': 8569, 'logo_path': None, 'name': 'Dayday Films', 'origin_country': 'GB'}, {'id': 7493, 'logo_path': '/tVj6x1okqRtQjul2OYKpXrgx9zy.png', 'name': 'FilmNation Entertainment', 'origin_country': ''}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]",2017-04-12,40343446,101,7.9,1350,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
314095,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",The Lost City of Z,12.953803,"[{'id': 11667, 'logo_path': '/dhBJdstAolGmqRfbQfElhsU1cTo.png', 'name': 'Northern Ireland Screen', 'origin_country': ''}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 24049, 'logo_path': None, 'name': 'Sierra / Affinity', 'origin_country': ''}, {'id': 24510, 'logo_path': None, 'name': 'MICA Entertainment', 'origin_country': ''}, {'id': 73492, 'logo_path': None, 'name': 'MadRiver Pictures', 'origin_country': ''}, {'id': 79963, 'logo_path': None, 'name': 'Keep Your Head', 'origin_country': ''}]",2017-03-15,8574339,140,6.2,1022,"A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilazation in the Amazon and disappeared whilst searching for it."
398181,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",You Were Never Really Here,12.940984,"[{'id': 729, 'logo_path': '/8zADngrmOEUgNkkFnTeIgUjuq0j.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 11779, 'logo_path': None, 'name': 'Page 114', 'origin_country': ''}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 7281, 'logo_path': '/vuDafYIcuoY0YyvgcqtjXOKwn6Q.png', 'name': 'British Film Institute (BFI)', 'origin_country': 'GB'}]",2017-11-08,3356049,89,6.4,371,"A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening."
282035,125000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",The Mummy,12.933418,"[{'id': 90517, 'logo_path': None, 'name': 'Secret Hideout', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 93278, 'logo_path': None, 'name': 'Dark Universe', 'origin_country': ''}, {'id': 19857, 'logo_path': None, 'name': 'Sean Daniel Company', 'origin_country': ''}, {'id': 10338, 'logo_path': None, 'name': 'Perfect World Pictures', 'origin_country': 'CN'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu Inc.', 'origin_country': 'JP'}]",2017-06-06,407778013,110,5.4,3393,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension."
339692,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Shot Caller,12.840979,"[{'id': 34625, 'logo_path': None, 'name': 'Directv', 'origin_country': ''}, {'id': 2266, 'logo_path': None, 'name': 'Bold Films', 'origin_country': ''}, {'id': 6735, 'logo_path': '/6yyByQrmTAgJv0QzZ1Eh1jiGX4R.png', 'name': 'Participant Media', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}]",2017-07-13,0,121,6.8,697,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.
300665,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",Leatherface,12.810364,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 48738, 'logo_path': None, 'name': 'Campbell Grobman Films', 'origin_country': ''}, {'id': 65518, 'logo_path': None, 'name': 'LF2 Productions', 'origin_country': ''}, {'id': 70969, 'logo_path': None, 'name': 'Mainline Pictures', 'origin_country': ''}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}]",2017-09-14,0,88,5.1,363,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface."
137116,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Smurfs: The Lost Village,12.584333,"[{'id': 7311, 'logo_path': None, 'name': 'Kerner Entertainment Company', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/8PUjvTVmtJDdDXURTaSoPID0Boj.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}]",2017-03-23,197183546,89,6.1,507,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history."
432068,17200000,"[{'id': 35, 'name': 'Comedy'}]",Le Sens de la fête,12.555811,"[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 59489, 'logo_path': None, 'name': 'Quad Films', 'origin_country': ''}]",2017-10-04,23800000,115,6.8,430,"Max is a battle-weary veteran of the wedding-planning racket. His latest — and last — gig is a hell of a fête, involving stuffy period costumes for the caterers, a vain, hyper- sensitive singer who thinks he's a Gallic James Brown, and a morose, micromanaging groom determined to make Max's night as miserable as possible. But what makes the affair too bitter to endure is that Max's colleague and ostensible girlfriend, Joisette, seems to have written him off, coolly going about her professional duties while openly flirting with a much younger server. It's going to be a very long night… especially once the groom's aerial serenade gets underway."
397837,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Before I Fall,12.546721,"[{'id': 10427, 'logo_path': '/3u5sNgPRbba0ND3SUMXPTT7On9h.png', 'name': 'Open Road Films', 'origin_country': 'US'}, {'id': 10991, 'logo_path': None, 'name': 'Jon Shestack Productions', 'origin_country': ''}, {'id': 63484, 'logo_path': '/aVLlAODQm57VkgqWlVAOGiy8zs0.png', 'name': 'Awesomeness Films', 'origin_country': 'US'}]",2017-03-02,12141122,98,6.8,1374,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was."
301337,68000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Downsizing,12.532063,"[{'id': 2361, 'logo_path': None, 'name': 'Ad Hominem Enterprises', 'origin_country': ''}, {'id': 13184, 'logo_path': '/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png', 'name': 'Annapurna Pictures', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]",2017-12-22,55003890,135,5.1,1108,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.
371638,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",The Disaster Artist,12.431049,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 8924, 'logo_path': '/5NTQun1m6FVJVOVHOubJ5SqyMvi.png', 'name': 'Rabbit Bandini Productions', 'origin_country': 'US'}, {'id': 16615, 'logo_path': None, 'name': 'Point Grey Pictures', 'origin_country': ''}, {'id': 17393, 'logo_path': None, 'name': 'Good Universe', 'origin_country': ''}, {'id': 41624, 'logo_path': '/wzKxIeQKlMP0y5CaAw25MD6EQmf.png', 'name': 'RatPac-Dune Entertainment', 'origin_country': 'US'}, {'id': 91934, 'logo_path': None, 'name': 'Ramona Films', 'origin_country': ''}]",2017-03-12,29820616,104,7.2,1100,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made."
