,budget,compound_score,genres,original_title,production_companies,release_date,revenue,runtime,vote_average,vote_count
1416,35000000,0.9545,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Jersey Girl,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""View Askew Productions"", ""id"": 16934}, {""name"": ""Close Call Films"", ""id"": 23022}]",2004-03-25,36098382,102.0,5.8,325
1417,45000000,-0.8354,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",Alex Cross,"[{""name"": ""Summit Entertainment"", ""id"": 491}]",2012-10-18,30353232,101.0,5.1,300
1418,35000000,-0.6908,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Midnight in the Garden of Good and Evil,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Malpaso Company"", ""id"": 15298}]",1997-11-21,25105255,155.0,6.3,157
1419,8900000,-0.8519,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Heist,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Silver Plane Films"", ""id"": 67776}, {""name"": ""Mass Hysteria Entertainment"", ""id"": 67777}, {""name"": ""Tri Vision Pictures"", ""id"": 67778}]",2015-11-13,4100000,93.0,5.6,318
1420,35000000,-0.9371,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",Nanny McPhee and the Big Bang,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Three Strange Angels"", ""id"": 1973}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]",2010-03-26,93246388,109.0,6.0,436
1421,35000000,-0.0772,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",Hoffa,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1992-12-25,0,140.0,6.1,81
1422,30000000,0.5719,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",The X Files: I Want to Believe,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Crying Box Productions"", ""id"": 52145}]",2008-07-24,68369434,104.0,5.5,523
1423,31000000,-0.9185,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",Ella Enchanted,"[{""name"": ""World 2000 Entertainment"", ""id"": 7692}, {""name"": ""Enchanted Productions"", ""id"": 85437}]",2004-04-09,27388767,96.0,5.9,437
1424,35000000,0.6997,"[{""id"": 18, ""name"": ""Drama""}]",Concussion,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""The Cantillon Company"", ""id"": 71170}, {""name"": ""The Shuman Company"", ""id"": 71171}]",2015-11-12,50363790,123.0,7.0,823
1425,35000000,0.0258,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",Abduction,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Gotham Group"", ""id"": 3672}, {""name"": ""Tailor Made"", ""id"": 24557}, {""name"": ""Mango Farms"", ""id"": 24558}, {""name"": ""Quick Six Entertainment"", ""id"": 24561}]",2011-09-22,82087155,106.0,5.6,961
1426,35000000,-0.4588,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",Valiant,"[{""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Scanbox"", ""id"": 8992}]",2005-03-25,19478106,76.0,5.2,235
1427,35000000,0.8807,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Wonder Boys,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Curtis Hanson Productions"", ""id"": 8877}, {""name"": ""MFF Feature Film Productions"", ""id"": 8878}]",2000-02-22,0,111.0,6.9,161
1428,35000000,-0.5719,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Superhero Movie,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2008-03-27,25871834,85.0,4.9,379
1429,56000000,-0.8627,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",Broken City,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Inferno International"", ""id"": 7415}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}, {""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Leverage Communications"", ""id"": 25790}]",2013-01-18,19701164,109.0,5.7,593
1430,35000000,-0.875,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",Cursed,"[{""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""Outerbanks Entertainment"", ""id"": 2180}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Kalis Productions GmbH & Co. Zweite KG"", ""id"": 20376}]",2005-02-25,19294901,97.0,5.1,167
1431,35000000,0.4215,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Premium Rush,"[{""name"": ""Pariah Entertainment Group"", ""id"": 1271}]",2012-08-24,31083599,91.0,6.2,832
1432,35000000,0.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Hot Pursuit,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Pacific Standard"", ""id"": 15829}]",2015-05-08,51680201,87.0,5.4,647
1433,35000000,-0.3182,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Four Feathers,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marty Katz Productions"", ""id"": 12552}, {""name"": ""Jaffilms Inc."", ""id"": 14160}, {""name"": ""Dune Films"", ""id"": 19477}, {""name"": ""Belhaven Limited"", ""id"": 36612}]",2002-09-08,29882645,132.0,6.5,159
1434,35000000,-0.8658,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",Parker,"[{""name"": ""SND"", ""id"": 2902}]",2013-01-23,46216641,118.0,5.7,1455
1435,31000000,-0.296,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Wimbledon,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2004-09-13,41512007,98.0,6.0,293
1436,35000000,-0.5859,"[{""id"": 35, ""name"": ""Comedy""}]",Furry Vengeance,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Furry Vengeance Productions"", ""id"": 34447}]",2010-04-02,39340177,92.0,4.6,149
1437,30000000,0.296,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Bait,"[{""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Media Development Authority (MDA)"", ""id"": 9129}, {""name"": ""Screen Queensland"", ""id"": 10950}, {""name"": ""Bait Productions"", ""id"": 12752}, {""name"": ""Story Bridge Films"", ""id"": 18988}, {""name"": ""Blackmagic Design Films"", ""id"": 41905}]",2012-09-05,0,93.0,5.3,191
1438,27000000,0.5106,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Krull,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Barclays Mercantile Industrial Finance"", ""id"": 553}]",1983-07-29,16519460,117.0,5.8,129
1439,35000000,0.8126,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Lions for Lambs,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""Andell Entertainment"", ""id"": 1683}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Brat Na Pont Productions"", ""id"": 21911}]",2007-10-22,63215872,92.0,6.0,216
1440,35000000,-0.9568,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Flight of the Intruder,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1991-01-18,0,115.0,5.7,31
1441,35000000,-0.4215,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",Walk Hard: The Dewey Cox Story,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2007-12-21,18317151,96.0,6.6,212
1442,0,0.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Shipping News,"[{""name"": ""Miramax Films"", ""id"": 14}]",2001-12-18,0,111.0,6.4,108
1443,35000000,0.6249,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",American Outlaws,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}]",2001-08-17,13678913,94.0,5.7,55
1444,35000000,0.9729,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",The Young Victoria,"[{""name"": ""GK Films"", ""id"": 3281}]",2009-03-04,27409889,105.0,7.0,322
1445,40000000,-0.0516,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Whiteout,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Don Carmody Productions"", ""id"": 4253}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Ontario Media Development Corporation (OMDC)"", ""id"": 11576}, {""name"": ""Manitoba Film and Video Production Tax Credit"", ""id"": 11715}, {""name"": ""McMurdo (Canada) Productions"", ""id"": 20572}]",2009-09-09,12206028,101.0,5.3,220
1446,32000000,0.3182,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",The Tree of Life,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""River Road Entertainment"", ""id"": 1246}]",2011-05-18,54674226,139.0,6.5,987
1447,33000000,-0.8114,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",Knock Off,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Film Workshop"", ""id"": 3618}, {""name"": ""MDP Worldwide"", ""id"": 10828}, {""name"": ""Knock Films A.V.V."", ""id"": 21848}, {""name"": ""Val D'Oro Entertainment"", ""id"": 21849}]",1998-09-04,0,91.0,4.7,64
1448,35000000,0.5994,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",Sabotage,"[{""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Albert S. Ruddy Productions"", ""id"": 16311}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Roth Films"", ""id"": 16314}]",2014-03-28,17508518,110.0,5.5,555
1449,35000000,-0.9202,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",The Order,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}, {""name"": ""Baumgarten Merims Productions"", ""id"": 14652}]",2003-09-05,11560806,102.0,4.8,91
1450,20500000,-0.9605,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",Punisher: War Zone,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""MHF Zweite Academy Film"", ""id"": 8848}, {""name"": ""Marvel Knights"", ""id"": 11106}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}, {""name"": ""SGF Entertainment"", ""id"": 33808}, {""name"": ""Muse Entertainment"", ""id"": 83338}]",2008-12-05,10089373,102.0,5.6,294
1451,35000000,0.9451,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",Zoom,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]",2006-08-11,12506188,83.0,4.9,135
1452,35000000,0.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Walk,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""ImageMovers"", ""id"": 11395}]",2015-09-30,61181942,123.0,6.9,1121
1453,0,0.4019,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}]",Warriors of Virtue,"[{""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Law Brothers Entertainment"", ""id"": 38662}, {""name"": ""IJL Creations"", ""id"": 38663}]",1997-05-02,0,103.0,4.7,9
1454,35000000,-0.1779,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",A Good Year,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Scott Free Productions"", ""id"": 1645}]",2006-09-09,42064105,118.0,6.5,357
1455,35000000,-0.7579,"[{""id"": 18, ""name"": ""Drama""}]",Radio Flyer,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Stonebridge Entertainment"", ""id"": 5738}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 5739}]",1992-02-21,4651977,114.0,6.6,53
1456,35000000,-0.9505,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Bound by Honor,"[{""name"": ""Hollywood Pictures"", ""id"": 915}]",1993-02-05,0,180.0,7.7,115
1457,35000000,-0.34,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Smilla's Sense of Snow,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bavaria Film"", ""id"": 1704}]",1997-02-13,0,121.0,6.6,60
1458,35000000,-0.4019,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",Femme Fatale,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Quinta Communications"", ""id"": 6370}]",2002-11-06,16838910,114.0,6.2,142
1459,35000000,-0.7506,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",Lion of the Desert,"[{""name"": ""Falcon International Productions"", ""id"": 22814}]",1981-04-17,0,173.0,7.4,34
1460,35000000,0.1779,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Le Hussard sur le toit,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Hachette Premi\u00e8re"", ""id"": 582}, {""name"": ""Canal+"", ""id"": 5358}]",1995-09-20,15000000,135.0,6.7,25
1461,38000000,0.3612,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",Ride with the Devil,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Good Machine"", ""id"": 10565}]",1999-11-24,635096,138.0,6.6,49
1462,0,-0.1531,"[{""id"": 18, ""name"": ""Drama""}]",Biutiful,"[{""name"": ""Ikiru Films"", ""id"": 2875}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""Televisi\u00f3n Espa\u00f1ola (TVE)"", ""id"": 6639}, {""name"": ""Menageatroz"", ""id"": 7116}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Focus Features"", ""id"": 10146}]",2010-10-20,25147786,148.0,7.0,291
1463,35000000,0.8934,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",Bandidas,"[{""name"": ""Ultra Films"", ""id"": 828}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""A.J.O.Z. Films"", ""id"": 11473}]",2006-01-18,10496317,93.0,5.8,307
1464,0,-0.9217,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",Black Water Transit,"[{""name"": ""Capitol Films"", ""id"": 826}]",2009-05-13,0,100.0,0.0,0
1465,34000000,-0.128,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",The Maze Runner,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gotham Group"", ""id"": 3672}, {""name"": ""Dayday Films"", ""id"": 8569}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2014-09-10,348319861,113.0,7.0,5371
1466,35000000,-0.0909,"[{""id"": 35, ""name"": ""Comedy""}]",Unfinished Business,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2015-03-05,14431253,91.0,5.0,320
1467,34000000,0.7845,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Age of Innocence,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1993-09-17,32255440,139.0,7.0,169
1468,35000000,0.0772,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",The Fountain,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Muse Entertainment Enterprises"", ""id"": 6438}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2006-09-06,15304890,96.0,6.8,827
1469,70000000,-0.8591,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",Chill Factor,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",1999-09-01,11263966,101.0,5.3,29
1470,35000000,-0.7906,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Stolen,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",2012-05-17,2106557,96.0,5.1,344
1471,41677699,0.9668,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",崖の上のポニョ,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""The Yomiuri Shimbun"", ""id"": 11726}, {""name"": ""Hakuhodo DY Media Partners"", ""id"": 11846}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""Lawson"", ""id"": 11849}, {""name"": ""Walt Disney Company"", ""id"": 20193}, {""name"": ""Taikei Office"", ""id"": 34557}, {""name"": ""Asahi Soft Drinks Company"", ""id"": 34558}]",2008-07-19,187479518,100.0,7.5,926
1472,34000000,-0.4939,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Longest Ride,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]",2015-04-09,63013281,128.0,7.3,1064
1473,75000000,-0.2023,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",The Astronaut's Wife,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mad Chance"", ""id"": 1757}]",1999-08-26,19598588,109.0,5.4,254
1474,34000000,0.9413,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",I Dreamed of Africa,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2000-05-05,0,114.0,5.3,18
1475,35000000,-0.4404,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Playing for Keeps,"[{""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Eclectic pictures"", ""id"": 8056}, {""name"": ""Millennium Films"", ""id"": 10254}]",2012-11-29,0,106.0,5.4,240
1476,35000000,0.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Mandela: Long Walk to Freedom,"[{""name"": ""Distant Horizons"", ""id"": 1066}, {""name"": ""Film Afrika Worldwide"", ""id"": 4792}, {""name"": ""Videovision Entertainment"", ""id"": 5031}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Origin Pictures"", ""id"": 8088}]",2013-12-06,27330000,141.0,6.5,224
1477,32000000,0.8402,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Reds,"[{""name"": ""Barclays Mercantile Industrial Finance"", ""id"": 553}, {""name"": ""JRS Productions"", ""id"": 44485}]",1981-12-25,40382659,195.0,7.1,67
1478,40000000,-0.7351,"[{""id"": 18, ""name"": ""Drama""}]",A Few Good Men,"[{""name"": ""David Brown Productions"", ""id"": 903}]",1992-12-11,243240178,138.0,7.1,877
1479,50000000,-0.8151,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Exit Wounds,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-03-13,79958599,101.0,5.3,110
1480,30000000,0.5423,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",Big Momma's House,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}]",2000-05-31,173959438,98.0,5.6,506
1481,34000000,0.6049,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",The House of Magic,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""nWave Pictures"", ""id"": 10159}, {""name"": ""Illuminata Pictures"", ""id"": 10160}, {""name"": ""Shout! Factory"", ""id"": 28831}]",2013-12-24,0,85.0,6.3,121
1482,30000000,-0.4588,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",The Darkest Hour,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""The Jacobson Company"", ""id"": 3638}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2011-12-22,64626786,89.0,4.8,469
1483,33000000,-0.4588,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Step Up Revolution,"[{""name"": ""Summit Entertainment"", ""id"": 491}]",2012-07-26,140470746,99.0,6.7,663
1484,33000000,-0.6808,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Snakes on a Plane,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2006-08-06,62022014,105.0,5.1,497
1485,33000000,-0.8294,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",The Watcher,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2000-09-08,0,96.0,4.9,110
