budget,genres,original_title,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,overview,compound_score
2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Lolita,23.962108999999998,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Allied Artists', 'id': 517}, {'name': 'Transworld Pictures', 'id': 518}]",1962-06-13,9250000,153.0,7.3,395,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",-0.2263
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",D-Tox,12.669777999999999,"[{'name': 'Universal Pictures', 'id': 33}]",2002-01-04,6416302,96.0,5.3,123,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,-0.9354
54000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Blade II,67.16958699999999,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Amen Ra Films', 'id': 421}, {'name': 'Milk & Honey', 'id': 5611}, {'name': 'Imaginary Forces', 'id': 11321}, {'name': 'Justin Pictures', 'id': 11322}, {'name': 'Linovo Productions GmbH & Co. KG', 'id': 11323}, {'name': 'Pacific Title and Art Studio', 'id': 11324}, {'name': 'Marvel Enterprises', 'id': 19551}]",2002-03-22,155010032,117.0,6.2,1528,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",0.34
55000000,"[{'id': 18, 'name': 'Drama'}]",Seven Pounds,41.472404,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Overbrook Entertainment', 'id': 12485}]",2008-12-18,168167691,123.0,7.5,2039,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,0.0
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Bullet to the Head,22.503935000000002,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Millar Gough Ink', 'id': 20356}, {'name': 'Headshot Films', 'id': 25876}]",2013-01-31,9489829,92.0,5.2,481,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",-0.6808
54000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Godfather: Part III,59.194915,"[{'name': 'Paramount Pictures', 'id': 4}]",1990-12-24,136766062,162.0,7.1,1546,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",-0.2263
57000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Elizabethtown,22.894898,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Vinyl Films', 'id': 485}, {'name': 'KMP Film Invest', 'id': 20157}]",2005-10-06,52034889,123.0,6.1,327,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",-0.7783
54000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","You, Me and Dupree",18.600367000000002,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kaplan/Perrone Entertainment', 'id': 11844}, {'name': 'MMCB Film Produktion 2004', 'id': 59957}]",2006-07-14,130431368,108.0,5.4,407,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",-0.3716
54000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",Superman II,30.515175,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dovemead Films', 'id': 51861}, {'name': 'Film Export A.G.', 'id': 51862}]",1980-12-04,190458706,127.0,6.5,629,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",0.1779
54000000,"[{'id': 18, 'name': 'Drama'}]",Gigli,9.053456,"[{'name': 'City Light Films', 'id': 136}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Casey Silver Productions', 'id': 877}]",2003-08-01,7266209,121.0,3.5,104,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",0.3182
46000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Shaft,19.643365,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]",2000-06-15,107196498,99.0,5.5,308,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",-0.7003
53000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Anastasia,45.565917999999996,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox Animation Studios', 'id': 11231}, {'name': 'Fox Family Films', 'id': 11232}, {'name': 'The Big Gun Project', 'id': 11233}, {'name': 'Little Wolf Entertainment', 'id': 11234}]",1997-11-20,139804348,94.0,7.4,1432,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",-0.7003
52500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Moulin Rouge!,57.374341,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",2001-03-09,179213434,127.0,7.4,1300,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",0.9594
75000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Domestic Disturbance,8.418560000000001,"[{'name': 'Paramount Pictures', 'id': 4}]",2001-10-30,54249294,89.0,5.4,113,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,0.0
53000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Black Mass,46.049902,"[{'name': 'Infinitum Nihil', 'id': 2691}, {'name': 'Head Gear Films', 'id': 5056}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Free State Pictures', 'id': 40106}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'Vendian Entertainment', 'id': 50481}]",2015-09-04,98837872,122.0,6.3,1242,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",-0.722
90000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Flags of Our Fathers,23.9366,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",2006-10-18,65900249,132.0,6.7,526,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.",-0.4019
53000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Law Abiding Citizen,49.593978,"[{'name': 'Film Department, The', 'id': 5257}, {'name': 'Evil Twins', 'id': 5802}, {'name': 'Warp Films', 'id': 12180}]",2009-10-15,126690726,109.0,7.2,1486,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,0.278
67000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",Grindhouse,16.637642,"[{'name': 'Big Talk Productions', 'id': 443}, {'name': 'Yer Dead Productions', 'id': 6869}, {'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Dartmouth International', 'id': 15762}, {'name': 'Eyetronics', 'id': 15763}, {'name': 'Rodriguez International Pictures', 'id': 15764}]",2007-04-06,25037897,191.0,6.8,459,Two full length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two film feature. Including fake movie trailers in between both movies.,-0.7783
52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Catch Me If You Can,73.94404899999999,"[{'name': 'Kemp Company', 'id': 367}, {'name': 'Splendid Pictures', 'id': 368}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]",2002-12-25,352114312,141.0,7.7,3795,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",0.5719
40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Zero Dark Thirty,38.306954,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'First Light Production', 'id': 20344}]",2012-12-19,132820716,157.0,6.7,1702,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",-0.91
52000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",The Break-Up,26.251216999999997,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Wild West Picture Show Productions', 'id': 2796}]",2006-06-01,204999686,106.0,5.6,832,"Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.",-0.6369
52000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Mamma Mia!,30.780599,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Internationale Filmproduktion Richter', 'id': 2655}, {'name': 'Playtone', 'id': 4171}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Littlestar', 'id': 34441}]",2008-07-03,609841637,108.0,6.4,1386,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.",0.714
52000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Valentine's Day,25.41929,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Rice Films', 'id': 60018}]",2010-02-10,216485654,125.0,5.7,1013,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?",-0.2406
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",The Dukes of Hazzard,15.982120000000002,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Gerber Pictures', 'id': 975}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films III', 'id': 12202}]",2005-08-05,110803676,104.0,5.1,316,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",0.4019
52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",The Thin Red Line,40.072583,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Geisler-Roberdeau', 'id': 23660}]",1998-12-25,98126565,170.0,7.2,771,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",-0.9442
52000000,"[{'id': 35, 'name': 'Comedy'}]",The Change-Up,32.015477000000004,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Big Kid Pictures', 'id': 8406}]",2011-08-05,75450437,112.0,5.9,736,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",0.34
82000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Man on the Moon,24.444186,"[{'name': 'Mutual Film Company', 'id': 762}]",1999-12-22,47434430,118.0,6.9,435,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.",0.3818
52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Casino,40.06688,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Légende Entreprises', 'id': 10898}, {'name': 'Syalis DA', 'id': 11583}, {'name': 'De Fina-Cappa', 'id': 11584}]",1995-11-22,116112375,178.0,7.8,1307,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,0.6369
52000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",From Paris with Love,27.916284,"[{'name': 'Apipoulaï', 'id': 1076}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'M6', 'id': 11261}, {'name': 'W9', 'id': 34774}]",2010-02-05,52826594,92.0,6.1,675,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.",0.8493
52000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Bulletproof Monk,15.207070000000002,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2003-03-28,0,104.0,5.1,278,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",-0.91
51000000,"[{'id': 35, 'name': 'Comedy'}]","Me, Myself & Irene",39.001682,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Conundrum Entertainment', 'id': 1156}]",2000-06-22,149270999,116.0,6.1,927,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",0.1761
51000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Barnyard,10.430832,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Paramount Animation', 'id': 24955}]",2006-08-04,72779000,90.0,5.3,225,"When things get crazy at the farm, it's up to a boisterous bovine named Otis (voiced by Kevin James) to save the day in this computer-animated tale. The animals in this barnyard sing, dance and party, but Otis's stern dad (Sam Elliott) warns the crew to keep their cool around humans. Troublemaker Otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness.",-0.8793
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Deck the Halls,5.952527,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Corduroy Films', 'id': 18479}, {'name': 'All Lit Up Productions', 'id': 89633}]",2006-11-22,47231070,93.0,5.1,109,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,0.7042
50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Twilight Saga: New Moon,94.815867,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Imprint Entertainment', 'id': 5218}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Temple Hill Entertainment', 'id': 12292}]",2009-03-15,709827462,130.0,5.6,2436,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",0.8674
60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Shrek,67.298732,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]",2001-05-16,484409218,90.0,7.3,4056,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",0.2486
50200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",The Adjustment Bureau,26.60772,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Gambit Pictures', 'id': 6933}, {'name': 'Electric Shepherd Productions', 'id': 11834}]",2011-03-03,127869379,106.0,6.5,1652,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",0.2263
48000000,"[{'id': 12, 'name': 'Adventure'}]",Robin Hood: Prince of Thieves,28.803728999999997,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1991-06-14,390493908,143.0,6.6,909,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",-0.9118
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Jerry Maguire,27.039635999999998,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]",1996-12-06,273552592,139.0,6.7,913,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",0.296
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Ted,68.87691,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Fuzzy Door Productions', 'id': 8789}]",2012-06-29,549368315,106.0,6.3,4697,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",0.6705
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",As Good as It Gets,37.885022,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]",1997-12-19,314178011,139.0,7.2,915,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",0.128
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Patch Adams,35.537397,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Bungalow 78 Productions', 'id': 369}, {'name': 'Blue Wolf', 'id': 10230}, {'name': 'Farrell/Minoff', 'id': 10231}]",1998-12-25,202292902,115.0,7.0,832,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",0.8779
50000000,"[{'id': 35, 'name': 'Comedy'}]",Anchorman 2: The Legend Continues,38.125008,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Apatow Productions', 'id': 10105}]",2013-12-18,173649015,119.0,6.0,923,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",0.2023
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Mr. Deeds,18.121404000000002,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Happy Madison Productions', 'id': 2608}]",2002-06-28,171269535,96.0,5.6,644,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",0.4019
50000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",Super 8,37.069253,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'K/O Camera Toys', 'id': 23300}]",2011-06-08,260095987,112.0,6.6,2435,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",-0.8979
52000000,"[{'id': 18, 'name': 'Drama'}]",Erin Brockovich,30.347332,"[{'name': 'Jersey Films', 'id': 216}]",2000-03-17,256271286,131.0,7.1,716,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",-0.6997
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",How to Lose a Guy in 10 Days,23.854701000000002,"[{'name': 'Paramount Pictures', 'id': 4}]",2003-02-07,177371441,116.0,6.3,850,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",0.9384
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",22 Jump Street,52.380982,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Cannell Studios', 'id': 9194}, {'name': 'LStar Capital', 'id': 34034}, {'name': '33andOut Productions', 'id': 34035}, {'name': 'JHF Productions', 'id': 34036}]",2014-06-05,188441614,112.0,7.0,3319,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",0.9109
60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",Interview with the Vampire,50.163785,"[{'name': 'Geffen Pictures', 'id': 360}]",1994-11-11,223664608,123.0,7.2,1516,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",-0.5267
